0.503700,0.313100,0.321500,0.335200,0.327400,0.334200,0.355500,0.387800,0.400900,0.445800,0.457700,0.501000,0.545200
0.313100,0.535500,0.343200,0.347800,0.352100,0.355300,0.359200,0.397900,0.422500,0.443500,0.482900,0.516400,0.561100
0.321500,0.343200,0.581900,0.380000,0.366700,0.369300,0.387600,0.402000,0.423800,0.463500,0.495600,0.525000,0.564600
0.335200,0.347800,0.380000,0.602300,0.389300,0.402900,0.406500,0.420000,0.444100,0.466400,0.502000,0.543400,0.576900
0.327400,0.352100,0.366700,0.389300,0.641100,0.411600,0.432500,0.445600,0.461600,0.478400,0.510900,0.545800,0.580600
0.334200,0.355300,0.369300,0.402900,0.411600,0.667000,0.447500,0.464400,0.482500,0.496300,0.522100,0.549700,0.595700
0.355500,0.359200,0.387600,0.406500,0.432500,0.447500,0.691300,0.475900,0.503100,0.518400,0.537700,0.560100,0.599300
0.387800,0.397900,0.402000,0.420000,0.445600,0.464400,0.475900,0.720800,0.515700,0.534900,0.554500,0.569600,0.614900
0.400900,0.422500,0.423800,0.444100,0.461600,0.482500,0.503100,0.515700,0.750200,0.551800,0.566400,0.591300,0.634700
0.445800,0.443500,0.463500,0.466400,0.478400,0.496300,0.518400,0.534900,0.551800,0.775500,0.582200,0.609300,0.640500
0.457700,0.482900,0.495600,0.502000,0.510900,0.522100,0.537700,0.554500,0.566400,0.582200,0.799200,0.616700,0.649600
0.501000,0.516400,0.525000,0.543400,0.545800,0.549700,0.560100,0.569600,0.591300,0.609300,0.616700,0.819500,0.657200
0.545200,0.561100,0.564600,0.576900,0.580600,0.595700,0.599300,0.614900,0.634700,0.640500,0.649600,0.657200,0.853000
