0.0100, 0.870, 0.011826322682201863, 0.0750
0.0100, 0.869, 0.015274582624435425, 0.0752
0.0100, 0.869, 0.012241866938769818, 0.0393
0.0100, 0.868, 0.011362058557569981, 0.0417
0.0100, 0.868, 0.01501082967966795, 0.0626
0.0100, 0.868, 0.014645859993994237, 0.0793
0.0100, 0.867, 0.01137281459569931, 0.0615
0.0100, 0.867, 0.013158783875405788, 0.0572
0.0100, 0.867, 0.011857617758214473, 0.0581
0.0100, 0.866, 0.013320825211703777, 0.0677
0.0100, 0.866, 0.013553651101887226, 0.0755
0.0100, 0.865, 0.007037196297198534, 0.0594
0.0100, 0.865, 0.009219994761049748, 0.0512
0.0100, 0.865, 0.007336851943284273, 0.0412
0.0100, 0.864, 0.008170930229127408, 0.0401
0.0100, 0.864, 0.010166087090969085, 0.0512
0.0100, 0.863, 0.008658996652811765, 0.0487
0.0100, 0.863, 0.010128481604158879, 0.0515
0.0100, 0.863, 0.009665992520749568, 0.0477
0.0100, 0.862, 0.011685879111289979, 0.0494
0.0100, 0.862, 0.012272839665412903, 0.0574
0.0100, 0.861, 0.012890965469181538, 0.0774
0.0100, 0.861, 0.009771089412271977, 0.0442
0.0100, 0.861, 0.007550908893346787, 0.0454
0.0100, 0.860, 0.014052213072776794, 0.0800
0.0100, 0.860, 0.009855952590703964, 0.0511
0.0100, 0.859, 0.010434371411800385, 0.0534
0.0100, 0.859, 0.00975738986954093, 0.0525
0.0100, 0.859, 0.009504948779940604, 0.0510
0.0100, 0.858, 0.008089825548231601, 0.0434
0.0100, 0.858, 0.009392131127417087, 0.0497
0.0100, 0.857, 0.007244972579181194, 0.0443
0.0100, 0.857, 0.01061098749563098, 0.0467
0.0100, 0.857, 0.008163814581930637, 0.0406
0.0100, 0.856, 0.010070366315543651, 0.0520
0.0100, 0.856, 0.010073362939059735, 0.0491
0.0100, 0.855, 0.00725417996570468, 0.0473
0.0100, 0.855, 0.01087685925513506, 0.0486
0.0100, 0.855, 0.008564799606800079, 0.0428
0.0100, 0.854, 0.013748665764927864, 0.0770
0.0100, 0.854, 0.006135035164654255, 0.0531
0.0100, 0.854, 0.01324265816807747, 0.0798
0.0100, 0.853, 0.013302361354231835, 0.0864
0.0100, 0.853, 0.008218450248241424, 0.0689
0.0100, 0.852, 0.00918945474922657, 0.0525
0.0100, 0.852, 0.010360129237174987, 0.0507
0.0100, 0.852, 0.011618615172803402, 0.0508
0.0100, 0.851, 0.012177750118076801, 0.0672
0.0100, 0.851, 0.010164453580975532, 0.0525
0.0100, 0.850, 0.010939958021044732, 0.0569
0.0100, 0.850, 0.009778398081660271, 0.0528
0.0100, 0.850, 0.00878631990402937, 0.0579
0.0100, 0.849, 0.011461990855634213, 0.0565
0.0100, 0.849, 0.007658263251185417, 0.0465
0.0100, 0.848, 0.00852125696092844, 0.0438
0.0100, 0.848, 0.01028993485122919, 0.0476
0.0100, 0.848, 0.011809756092727185, 0.0558
0.0100, 0.847, 0.009519302695989608, 0.0509
0.0100, 0.847, 0.00719994792714715, 0.0514
0.0100, 0.846, 0.009708348236978054, 0.0418
0.0100, 0.846, 0.009854483768343926, 0.0556
0.0100, 0.846, 0.014280214421451092, 0.0846
0.0100, 0.845, 0.009271471358835697, 0.0552
0.0100, 0.845, 0.011542805023491382, 0.0562
0.0100, 0.845, 0.009208095349371434, 0.0573
0.0100, 0.844, 0.010173803426325321, 0.0559
0.0100, 0.844, 0.008640846341848373, 0.0532
0.0100, 0.843, 0.007502057425677776, 0.0498
0.0100, 0.843, 0.008750122927129268, 0.0466
0.0100, 0.843, 0.013646797969937325, 0.0667
0.0100, 0.842, 0.008118880145251752, 0.0510
0.0100, 0.842, 0.012770831689238548, 0.0688
0.0100, 0.841, 0.01239763370156288, 0.0756
0.0100, 0.841, 0.007646906681358814, 0.0518
0.0100, 0.841, 0.00746963482350111, 0.0468
0.0100, 0.840, 0.008569569081068039, 0.0461
0.0100, 0.840, 0.006976800456643104, 0.0570
0.0100, 0.839, 0.011286510549485684, 0.0502
0.0100, 0.839, 0.007665750905871392, 0.0419
0.0100, 0.839, 0.009702612295746803, 0.0441
0.0100, 0.838, 0.008385987751185894, 0.0439
0.0100, 0.838, 0.00897322052717209, 0.0456
0.0100, 0.837, 0.006131321426481009, 0.0569
0.0100, 0.837, 0.00859744082391262, 0.0394
0.0100, 0.837, 0.016242668479681015, 0.0904
0.0100, 0.836, 0.01154911559075117, 0.0642
0.0100, 0.836, 0.012837965540587902, 0.0712
